0,111
0,113
0,177
0,191
1,100
1,101
1,103
1,113
1,116
1,120
1,130
1,176
1,181
1,185
2,100
2,102
2,115
2,178
3,103
3,109
3,121
3,141
4,108
4,117
4,122
4,134
4,189
5,133
5,137
5,184
6,107
6,148
6,154
6,162
6,167
6,181
6,197
7,109
7,125
7,157
7,180
7,196
8,110
8,129
8,148
8,176
9,104
9,105
9,114
9,129
9,130
9,135
9,136
9,151
9,176
10,140
10,180
10,183
10,188
10,190
11,120
11,170
12,123
12,125
12,138
12,142
12,144
12,175
12,184
13,116
13,130
13,161
13,168
14,107
14,122
14,132
14,148
14,151
14,177
14,198
15,137
15,162
15,188
15,194
16,162
16,179
16,184
17,121
17,124
17,139
17,150
17,174
18,107
18,189
19,167
19,185
20,120
20,144
20,146
20,167
20,190
21,117
21,149
21,184
21,192
22,115
22,147
22,170
22,175
22,197
23,107
23,120
23,174
23,184
23,192
23,198
24,101
24,108
24,168
25,186
26,116
26,118
26,124
26,125
26,150
26,151
26,158
26,162
26,166
26,193
26,195
27,142
27,155
27,193
28,147
28,152
29,115
29,145
29,160
29,164
30,102
30,123
30,137
30,171
30,196
30,198
31,147
31,178
31,187
32,135
32,141
32,142
32,171
32,172
32,175
32,180
33,144
33,154
33,172
33,186
34,123
34,135
34,182
35,100
35,125
35,146
35,154
35,158
35,161
35,164
36,165
36,189
37,103
37,122
37,138
37,141
37,161
37,163
37,175
37,192
37,199
38,100
38,143
38,174
39,113
39,118
39,125
39,139
39,156
39,169
39,170
40,113
40,130
40,131
40,142
40,150
40,155
41,127
41,132
41,171
42,104
42,107
42,113
42,122
42,144
42,160
42,193
43,113
43,121
43,122
43,124
43,141
43,153
43,163
43,175
43,197
44,140
44,187
44,188
45,116
45,140
45,159
45,182
45,196
46,106
46,173
46,190
47,104
47,124
47,143
47,161
47,180
48,110
48,130
48,171
48,179
49,120
49,124
49,131
49,150
49,172
49,195
49,197
50,108
50,132
50,145
50,153
50,155
50,177
50,194
51,165
51,195
52,107
52,157
52,173
52,179
53,106
53,128
54,106
54,121
54,124
54,130
54,150
54,152
54,174
54,176
55,142
55,149
55,162
55,173
55,186
55,196
55,199
56,129
56,136
56,145
56,185
56,187
56,195
56,197
57,121
57,127
57,144
57,154
57,156
57,193
58,101
58,105
58,119
58,129
58,147
58,153
58,183
58,185
58,186
58,191
59,103
59,133
59,167
59,180
59,197
60,172
60,175
60,177
60,187
61,114
61,160
61,164
61,182
61,186
62,102
62,125
62,140
62,158
63,138
63,146
63,156
63,183
63,198
64,124
64,128
64,141
64,150
64,174
64,177
65,100
65,112
65,117
65,138
65,148
65,196
66,144
66,148
66,159
66,165
66,168
67,123
67,127
67,131
67,165
67,166
67,172
67,173
67,186
68,129
68,180
69,126
69,152
69,154
70,132
70,133
70,148
70,151
71,110
71,167
71,168
72,105
72,129
72,154
72,156
72,196
73,112
73,148
73,181
74,103
74,114
74,161
74,165
74,172
74,185
75,112
75,133
75,136
75,138
75,149
75,178
76,116
76,140
76,151
76,169
76,174
76,199
77,139
77,171
77,195
78,104
78,109
78,120
78,133
78,143
78,164
78,166
78,168
78,193
79,116
79,123
79,126
79,132
79,185
80,103
80,145
80,157
80,171
80,194
81,106
82,134
82,147
82,149
82,163
82,169
82,183
82,185
82,188
82,192
83,108
83,120
83,138
83,158
83,169
83,181
84,100
84,106
84,135
84,140
84,166
84,191
85,110
85,166
86,112
86,128
86,129
86,157
86,164
86,189
87,106
87,119
87,131
87,149
87,177
88,118
88,122
88,175
88,184
88,199
89,111
89,114
89,134
89,172
89,183
89,191
89,194
90,128
90,141
90,144
90,165
90,174
91,111
91,137
92,100
92,105
92,131
92,157
92,170
92,181
93,123
93,127
94,105
94,107
94,112
94,113
94,126
94,153
94,196
94,197
95,117
95,159
95,161
95,169
95,182
96,105
96,147
96,150
96,169
97,131
97,161
97,163
98,106
98,119
99,111
99,186
