0,179
1,116
1,134
1,137
1,164
1,167
1,183
2,120
2,155
2,160
2,182
2,190
3,111
3,172
3,189
4,110
4,124
4,135
4,138
4,150
4,165
4,184
4,190
5,112
5,117
5,118
5,134
5,138
6,128
6,139
6,140
6,171
6,186
7,111
7,117
7,133
7,138
7,161
7,169
7,175
7,193
8,106
8,144
8,162
9,120
9,145
9,153
9,198
10,104
10,146
10,187
10,198
11,118
11,136
11,140
11,148
11,151
11,157
11,179
12,119
12,125
12,134
12,173
12,175
13,145
13,146
13,149
13,172
14,111
14,115
14,123
14,140
14,146
14,158
14,171
14,191
14,196
15,106
15,152
15,169
15,187
16,107
16,123
16,172
16,180
16,183
16,188
17,113
17,138
17,198
18,116
18,135
18,149
18,159
18,162
18,169
18,185
18,199
19,120
19,122
19,132
19,134
20,117
20,132
20,135
20,145
20,177
20,179
21,104
21,123
21,126
21,173
21,175
22,101
22,119
23,103
23,141
23,142
23,148
23,166
23,176
23,193
23,199
24,128
24,145
24,155
24,186
24,189
25,130
25,135
25,179
25,180
26,102
26,145
26,147
26,158
26,160
26,174
26,192
26,193
27,138
27,159
28,105
28,141
28,164
28,169
29,110
29,140
30,102
30,111
30,138
30,154
30,173
30,178
30,193
30,196
31,119
31,124
31,163
32,102
32,109
32,146
33,114
33,164
33,167
33,170
33,180
34,123
34,126
34,142
34,185
35,103
35,139
35,155
35,162
35,166
35,174
35,191
35,192
36,108
36,153
37,101
38,108
38,137
38,172
38,190
38,194
39,107
39,139
39,153
39,154
39,195
40,107
40,118
40,150
40,179
40,185
41,131
41,171
42,104
42,114
42,122
42,144
42,171
42,189
43,103
43,127
43,149
43,182
43,194
44,115
44,156
44,165
45,100
45,113
45,148
45,165
45,178
46,105
46,118
46,139
46,143
46,144
46,163
46,173
46,175
46,183
47,175
47,181
48,133
48,163
48,181
49,105
49,119
49,128
49,146
49,157
49,168
49,185
49,187
50,123
50,196
51,122
51,152
51,159
51,161
51,181
51,186
52,103
52,141
52,156
52,160
52,176
52,188
53,105
53,110
53,176
53,189
54,100
54,125
55,116
55,147
55,151
55,157
55,161
55,181
55,190
55,195
56,134
56,136
56,141
56,178
56,193
57,119
57,172
57,185
57,187
58,104
58,131
58,141
58,152
58,155
58,197
59,108
59,125
59,166
59,179
59,188
60,110
60,126
60,170
60,184
61,131
61,147
61,170
61,172
61,197
62,126
62,130
62,152
62,159
62,188
63,105
63,136
64,107
64,110
64,137
64,184
64,195
65,113
65,171
65,184
65,190
66,107
66,110
66,115
66,152
66,161
66,178
66,192
67,174
67,178
67,196
68,127
68,132
68,134
68,138
68,171
68,193
69,109
69,133
69,151
69,185
70,111
70,115
70,158
71,105
71,113
71,136
71,172
71,195
72,104
72,128
72,132
72,142
72,151
72,164
73,124
73,142
73,151
73,174
73,194
74,102
74,115
74,121
74,152
74,177
74,193
74,197
75,103
75,127
75,155
75,167
76,102
76,114
76,123
76,153
76,158
77,136
77,148
77,153
77,157
77,161
77,167
77,169
77,177
78,109
78,121
78,129
78,147
78,166
79,108
79,129
79,144
79,168
79,192
80,100
80,148
81,126
81,143
81,178
81,198
82,118
82,139
82,158
82,168
82,174
82,175
82,190
83,100
83,106
83,113
83,129
83,137
83,152
83,187
83,198
84,106
84,132
84,142
84,162
84,186
85,104
85,108
85,112
85,130
85,137
85,173
85,184
85,199
86,111
86,148
86,160
86,181
86,183
86,185
87,105
87,116
87,130
87,145
87,158
88,117
88,140
88,192
89,119
89,142
89,171
90,117
90,118
90,126
90,158
90,198
91,112
91,133
91,144
91,149
91,154
91,167
92,117
92,145
92,167
92,195
93,100
93,121
93,130
93,141
94,101
94,176
95,110
95,111
95,135
95,141
95,176
95,178
95,186
95,192
96,108
96,135
96,156
96,174
97,108
97,154
97,191
98,129
98,131
98,135
98,143
98,146
98,149
98,150
98,157
99,146
99,149
99,155
99,176
99,182
99,198
